length,width,area,density,severity
173.0,3.0346820809248554,525.0,0.0080108642578125,0
74.0,3.3783783783783785,250.0,0.003814697265625,0
844.0,9.071090047393366,7656.0,0.1168212890625,2
32.0,6.40625,205.0,0.0031280517578125,0
350.0,7.5,2625.0,0.0400543212890625,1
264.0,7.640151515151516,2017.0,0.0307769775390625,1
204.0,7.392156862745098,1508.0,0.02301025390625,1
41.0,3.073170731707317,126.0,0.001922607421875,0
597.0,7.994974874371859,4773.0,0.0728302001953125,2
660.0,8.836363636363636,5832.0,0.0889892578125,2
399.0,9.892230576441102,3947.0,0.0602264404296875,2
783.0,9.127713920817369,7147.0,0.1090545654296875,2
709.0,9.500705218617771,6736.0,0.102783203125,2
472.0,10.90677966101695,5148.0,0.07855224609375,2
480.0,9.320833333333333,4474.0,0.068267822265625,2
413.0,7.656174334140436,3162.0,0.048248291015625,1
295.0,7.783050847457627,2296.0,0.0350341796875,1
778.0,8.019280205655527,6239.0,0.0951995849609375,2
94.0,5.648936170212766,531.0,0.0081024169921875,0
403.0,7.575682382133995,3053.0,0.0465850830078125,1
971.0,10.625128733264676,10317.0,0.1574249267578125,2
552.0,9.893115942028986,5461.0,0.0833282470703125,2
472.0,10.402542372881356,4910.0,0.074920654296875,2
428.0,18.962616822429908,8116.0,0.12384033203125,2
17.0,6.588235294117647,112.0,0.001708984375,0
376.0,7.454787234042553,2803.0,0.0427703857421875,1
55.0,9.309090909090909,512.0,0.0078125,0
715.0,8.204195804195804,5866.0,0.089508056640625,2
745.0,6.116778523489933,4557.0,0.0695343017578125,2
862.0,7.547563805104408,6506.0,0.099273681640625,2
27.0,6.666666666666667,180.0,0.00274658203125,0
362.0,6.1353591160221,2221.0,0.0338897705078125,1
597.0,7.815745393634841,4666.0,0.071197509765625,2
112.0,7.5625,847.0,0.0129241943359375,0
257.0,7.21011673151751,1853.0,0.0282745361328125,1
168.0,5.8273809523809526,979.0,0.0149383544921875,0
108.0,7.194444444444445,777.0,0.0118560791015625,0
303.0,5.8250825082508255,1765.0,0.0269317626953125,1
211.0,6.085308056872038,1284.0,0.01959228515625,0
293.0,6.4709897610921505,1896.0,0.0289306640625,1
1308.0,7.982415902140673,10441.0,0.1593170166015625,2
812.0,7.850985221674877,6375.0,0.0972747802734375,2
1380.0,7.90072463768116,10903.0,0.1663665771484375,2
56.0,6.910714285714286,387.0,0.0059051513671875,0
259.0,7.571428571428571,1961.0,0.0299224853515625,1
287.0,8.473867595818815,2432.0,0.037109375,1
107.0,2.5981308411214954,278.0,0.004241943359375,0
314.0,5.691082802547771,1787.0,0.0272674560546875,1
607.0,5.831960461285008,3540.0,0.05401611328125,1
84.0,6.678571428571429,561.0,0.0085601806640625,0
345.0,5.608695652173913,1935.0,0.0295257568359375,1
330.0,6.642424242424243,2192.0,0.033447265625,1
511.0,4.598825831702544,2350.0,0.035858154296875,1
280.0,5.132142857142857,1437.0,0.0219268798828125,1
224.0,3.0669642857142856,687.0,0.0104827880859375,0
218.0,2.6009174311926606,567.0,0.0086517333984375,0
142.0,5.352112676056338,760.0,0.0115966796875,0
178.0,3.00561797752809,535.0,0.0081634521484375,0
1149.0,5.674499564838991,6520.0,0.0994873046875,2
184.0,5.945652173913044,1094.0,0.016693115234375,0
105.0,3.9714285714285715,417.0,0.0063629150390625,0
184.0,3.9293478260869565,723.0,0.0110321044921875,0
178.0,2.533707865168539,451.0,0.0068817138671875,0
237.0,3.320675105485232,787.0,0.0120086669921875,0
197.0,3.472081218274112,684.0,0.01043701171875,0
234.0,3.4188034188034186,800.0,0.01220703125,0
224.0,3.40625,763.0,0.0116424560546875,0
47.0,3.3404255319148937,157.0,0.0023956298828125,0
441.0,4.931972789115647,2175.0,0.0331878662109375,1
119.0,2.4453781512605044,291.0,0.0044403076171875,0
454.0,3.4229074889867843,1554.0,0.023712158203125,1
304.0,3.1447368421052633,956.0,0.01458740234375,0
172.0,3.1686046511627906,545.0,0.0083160400390625,0
498.0,5.114457831325301,2547.0,0.0388641357421875,1
327.0,7.226299694189603,2363.0,0.0360565185546875,1
97.0,7.051546391752577,684.0,0.01043701171875,0
211.0,3.1658767772511847,668.0,0.01019287109375,0
362.0,3.447513812154696,1248.0,0.01904296875,0
124.0,3.556451612903226,441.0,0.0067291259765625,0
103.0,3.4854368932038833,359.0,0.0054779052734375,0
156.0,2.91025641025641,454.0,0.006927490234375,0
389.0,3.1928020565552697,1242.0,0.018951416015625,0
235.0,3.451063829787234,811.0,0.0123748779296875,0
1367.0,6.587417702999269,9005.0,0.1374053955078125,2
1309.0,4.068754774637128,5326.0,0.081268310546875,2
63.0,3.4126984126984126,215.0,0.0032806396484375,0
885.0,4.251977401129944,3763.0,0.0574188232421875,1
393.0,4.295165394402035,1688.0,0.0257568359375,1
490.0,4.577551020408163,2243.0,0.0342254638671875,1
105.0,5.257142857142857,552.0,0.0084228515625,0
240.0,5.204166666666667,1249.0,0.0190582275390625,0
129.0,5.72093023255814,738.0,0.011260986328125,0
579.0,5.858376511226252,3392.0,0.0517578125,1
1023.0,6.1867057673509285,6329.0,0.0965728759765625,2
56.0,2.2142857142857144,124.0,0.00189208984375,0
126.0,4.690476190476191,591.0,0.0090179443359375,0
1460.0,8.673972602739726,12664.0,0.1932373046875,2
136.0,6.698529411764706,911.0,0.0139007568359375,0
1178.0,7.420203735144312,8741.0,0.1333770751953125,2
1471.0,7.335825968728756,10791.0,0.1646575927734375,2
1244.0,7.766881028938907,9662.0,0.147430419921875,2
2262.0,7.6936339522546415,17403.0,0.2655487060546875,2
529.0,7.421550094517959,3926.0,0.059906005859375,1
901.0,7.066592674805771,6367.0,0.0971527099609375,2
1885.0,7.768700265251989,14644.0,0.22344970703125,2
143.0,6.7972027972027975,972.0,0.01483154296875,0
362.0,5.6464088397790055,2044.0,0.03118896484375,1
1322.0,8.363086232980333,11056.0,0.168701171875,2
376.0,7.909574468085107,2974.0,0.045379638671875,1
585.0,7.593162393162393,4442.0,0.067779541015625,2
890.0,7.439325842696629,6621.0,0.1010284423828125,2
644.0,7.714285714285714,4968.0,0.0758056640625,2
436.0,4.18348623853211,1824.0,0.02783203125,1
683.0,4.746705710102489,3242.0,0.049468994140625,1
473.0,6.061310782241015,2867.0,0.0437469482421875,1
220.0,3.463636363636364,762.0,0.011627197265625,0
494.0,6.382591093117409,3153.0,0.0481109619140625,1
87.0,8.448275862068966,735.0,0.0112152099609375,0
139.0,5.093525179856115,708.0,0.01080322265625,0
340.0,4.179411764705883,1421.0,0.0216827392578125,1
265.0,4.7622641509433965,1262.0,0.019256591796875,0
168.0,3.4702380952380953,583.0,0.0088958740234375,0
282.0,3.4680851063829787,978.0,0.014923095703125,0
325.0,4.113846153846154,1337.0,0.0204010009765625,1
368.0,5.190217391304348,1910.0,0.029144287109375,1
701.0,7.373751783166904,5169.0,0.0788726806640625,2
250.0,13.068,3267.0,0.0498504638671875,1
653.0,10.444104134762634,6820.0,0.10406494140625,2
466.0,12.068669527896995,5624.0,0.0858154296875,2
305.0,10.039344262295081,3062.0,0.046722412109375,1
427.0,5.0117096018735365,2140.0,0.03265380859375,1
886.0,6.387133182844244,5659.0,0.0863494873046875,2
513.0,9.345029239766081,4794.0,0.073150634765625,2
649.0,11.314329738058552,7343.0,0.1120452880859375,2
278.0,7.305755395683454,2031.0,0.0309906005859375,1
172.0,8.017441860465116,1379.0,0.0210418701171875,1
74.0,13.45945945945946,996.0,0.01519775390625,0
388.0,10.033505154639176,3893.0,0.0594024658203125,1
103.0,8.03883495145631,828.0,0.01263427734375,0
326.0,4.819018404907975,1571.0,0.0239715576171875,1
996.0,7.767068273092369,7736.0,0.1180419921875,2
875.0,10.185142857142857,8912.0,0.135986328125,2
237.0,11.067510548523206,2623.0,0.0400238037109375,1
531.0,13.052730696798493,6931.0,0.1057586669921875,2
289.0,7.591695501730104,2194.0,0.033477783203125,1
426.0,12.474178403755868,5314.0,0.081085205078125,2
440.0,8.522727272727273,3750.0,0.057220458984375,1
299.0,12.100334448160535,3618.0,0.055206298828125,1
420.0,3.3714285714285714,1416.0,0.0216064453125,1
609.0,8.323481116584565,5069.0,0.0773468017578125,2
499.0,7.729458917835672,3857.0,0.0588531494140625,1
454.0,10.57488986784141,4801.0,0.0732574462890625,2
489.0,8.406952965235174,4111.0,0.0627288818359375,2
769.0,7.983094928478543,6139.0,0.0936737060546875,2
520.0,7.996153846153846,4158.0,0.063446044921875,2
640.0,9.4890625,6073.0,0.0926666259765625,2
32.0,5.6875,182.0,0.002777099609375,0
704.0,8.610795454545455,6062.0,0.092498779296875,2
121.0,7.859504132231405,951.0,0.0145111083984375,0
303.0,7.96039603960396,2412.0,0.03680419921875,1
504.0,3.7936507936507935,1912.0,0.0291748046875,1
665.0,7.593984962406015,5050.0,0.077056884765625,2
178.0,7.48314606741573,1332.0,0.02032470703125,1
57.0,7.491228070175438,427.0,0.0065155029296875,0
158.0,7.658227848101266,1210.0,0.018463134765625,0
269.0,9.007434944237918,2423.0,0.0369720458984375,1
19.0,7.842105263157895,149.0,0.0022735595703125,0
155.0,9.09032258064516,1409.0,0.0214996337890625,1
360.0,7.858333333333333,2829.0,0.0431671142578125,1
394.0,3.2563451776649748,1283.0,0.0195770263671875,0
365.0,7.786301369863014,2842.0,0.043365478515625,1
331.0,7.5589123867069485,2502.0,0.038177490234375,1
97.0,3.4329896907216493,333.0,0.0050811767578125,0
291.0,3.3092783505154637,963.0,0.0146942138671875,0
1209.0,3.402812241521919,4114.0,0.062774658203125,2
1032.0,3.4176356589147288,3527.0,0.0538177490234375,1
663.0,3.3242835595776774,2204.0,0.03363037109375,1
147.0,3.693877551020408,543.0,0.0082855224609375,0
133.0,3.308270676691729,440.0,0.0067138671875,0
188.0,3.265957446808511,614.0,0.009368896484375,0
280.0,3.3142857142857145,928.0,0.01416015625,0
215.0,3.5488372093023255,763.0,0.0116424560546875,0
497.0,3.432595573440644,1706.0,0.026031494140625,1
374.0,4.489304812834225,1679.0,0.0256195068359375,1
354.0,3.2570621468926553,1153.0,0.0175933837890625,0
764.0,3.931937172774869,3004.0,0.04583740234375,1
404.0,3.6856435643564356,1489.0,0.0227203369140625,1
694.0,3.7046109510086453,2571.0,0.0392303466796875,1
193.0,3.5906735751295336,693.0,0.0105743408203125,0
1150.0,4.456521739130435,5125.0,0.0782012939453125,2
388.0,3.917525773195876,1520.0,0.023193359375,1
624.0,3.426282051282051,2138.0,0.032623291015625,1
680.0,3.2161764705882354,2187.0,0.0333709716796875,1
440.0,3.8068181818181817,1675.0,0.0255584716796875,1
659.0,4.649468892261002,3064.0,0.0467529296875,1
566.0,4.432862190812721,2509.0,0.0382843017578125,1
73.0,3.5205479452054793,257.0,0.0039215087890625,0
366.0,3.3442622950819674,1224.0,0.0186767578125,0
105.0,3.4095238095238094,358.0,0.005462646484375,0
58.0,3.5172413793103448,204.0,0.00311279296875,0
886.0,4.27313769751693,3786.0,0.057769775390625,1
484.0,4.760330578512397,2304.0,0.03515625,1
158.0,3.1962025316455698,505.0,0.0077056884765625,0
131.0,3.0916030534351147,405.0,0.0061798095703125,0
232.0,3.3793103448275863,784.0,0.011962890625,0
603.0,3.1774461028192373,1916.0,0.02923583984375,1
776.0,3.131443298969072,2430.0,0.037078857421875,1
197.0,2.1065989847715736,415.0,0.0063323974609375,0
595.0,3.179831932773109,1892.0,0.02886962890625,1
334.0,3.284431137724551,1097.0,0.0167388916015625,0
235.0,3.4595744680851066,813.0,0.0124053955078125,0
200.0,3.45,690.0,0.010528564453125,0
270.0,3.2777777777777777,885.0,0.0135040283203125,0
141.0,5.297872340425532,747.0,0.0113983154296875,0
232.0,4.754310344827586,1103.0,0.0168304443359375,0
234.0,3.376068376068376,790.0,0.012054443359375,0
559.0,3.3452593917710196,1870.0,0.028533935546875,1
1682.0,4.101070154577884,6898.0,0.105255126953125,2
1079.0,4.0685820203892495,4390.0,0.066986083984375,2
584.0,4.375,2555.0,0.0389862060546875,1
675.0,4.454814814814815,3007.0,0.0458831787109375,1
334.0,5.293413173652695,1768.0,0.0269775390625,1
449.0,3.3429844097995547,1501.0,0.0229034423828125,1
561.0,3.411764705882353,1914.0,0.029205322265625,1
463.0,6.520518358531318,3019.0,0.0460662841796875,1
1.0,1.0,1.0,1.52587890625e-05,0
25.0,3.36,84.0,0.00128173828125,0
6.0,2.5,15.0,0.0002288818359375,0
17.0,3.0,51.0,0.0007781982421875,0
16.0,1.25,20.0,0.00030517578125,0
10.0,3.2,32.0,0.00048828125,0
198.0,3.101010101010101,614.0,0.009368896484375,0
280.0,13.014285714285714,3644.0,0.05560302734375,1
208.0,7.653846153846154,1592.0,0.0242919921875,1
186.0,10.075268817204302,1874.0,0.028594970703125,1
548.0,6.065693430656935,3324.0,0.05072021484375,1
882.0,12.231292517006803,10788.0,0.16461181640625,2
289.0,3.4048442906574397,984.0,0.0150146484375,0
855.0,9.163742690058479,7835.0,0.1195526123046875,2
671.0,7.697466467958272,5165.0,0.0788116455078125,2
647.0,6.839258114374034,4425.0,0.0675201416015625,2
360.0,8.98611111111111,3235.0,0.0493621826171875,1
744.0,9.348118279569892,6955.0,0.1061248779296875,2
662.0,7.493957703927492,4961.0,0.0756988525390625,2
394.0,5.474619289340102,2157.0,0.0329132080078125,1
151.0,3.5099337748344372,530.0,0.008087158203125,0
207.0,3.342995169082126,692.0,0.01055908203125,0
427.0,3.377049180327869,1442.0,0.022003173828125,1
229.0,3.947598253275109,904.0,0.0137939453125,0
284.0,3.464788732394366,984.0,0.0150146484375,0
246.0,3.2845528455284554,808.0,0.0123291015625,0
640.0,4.83125,3092.0,0.04718017578125,1
195.0,4.461538461538462,870.0,0.013275146484375,0
714.0,6.445378151260504,4602.0,0.070220947265625,2
271.0,3.217712177121771,872.0,0.0133056640625,0
590.0,7.803389830508475,4604.0,0.07025146484375,2
629.0,7.844197138314786,4934.0,0.075286865234375,2
352.0,3.7017045454545454,1303.0,0.0198822021484375,0
1502.0,8.344207723035952,12533.0,0.1912384033203125,2
349.0,5.624641833810888,1963.0,0.0299530029296875,1
345.0,3.3507246376811595,1156.0,0.01763916015625,0
385.0,5.5636363636363635,2142.0,0.032684326171875,1
1040.0,9.580769230769231,9964.0,0.15203857421875,2
457.0,10.487964989059082,4793.0,0.0731353759765625,2
213.0,7.953051643192488,1694.0,0.025848388671875,1
596.0,7.553691275167785,4502.0,0.068695068359375,2
561.0,8.392156862745098,4708.0,0.07183837890625,2
156.0,8.461538461538462,1320.0,0.0201416015625,1
392.0,3.2346938775510203,1268.0,0.01934814453125,0
410.0,3.6390243902439026,1492.0,0.02276611328125,1
381.0,3.4986876640419946,1333.0,0.0203399658203125,1
267.0,2.1161048689138577,565.0,0.0086212158203125,0
326.0,3.2515337423312882,1060.0,0.01617431640625,0
367.0,3.326975476839237,1221.0,0.0186309814453125,0
327.0,5.36697247706422,1755.0,0.0267791748046875,1
159.0,7.666666666666667,1219.0,0.0186004638671875,0
605.0,7.8,4719.0,0.0720062255859375,2
836.0,10.575358851674642,8841.0,0.1349029541015625,2
541.0,11.565619223659889,6257.0,0.0954742431640625,2
622.0,15.762057877813504,9804.0,0.14959716796875,2
552.0,8.56340579710145,4727.0,0.0721282958984375,2
384.0,2.9817708333333335,1145.0,0.0174713134765625,0
48.0,2.3958333333333335,115.0,0.0017547607421875,0
696.0,8.274425287356323,5759.0,0.0878753662109375,2
260.0,6.338461538461538,1648.0,0.025146484375,1
677.0,7.045790251107829,4770.0,0.072784423828125,2
255.0,5.101960784313725,1301.0,0.0198516845703125,0
769.0,5.032509752925877,3870.0,0.059051513671875,1
303.0,4.122112211221122,1249.0,0.0190582275390625,0
94.0,3.3297872340425534,313.0,0.0047760009765625,0
103.0,3.2524271844660193,335.0,0.0051116943359375,0
205.0,3.5414634146341464,726.0,0.011077880859375,0
115.0,3.382608695652174,389.0,0.0059356689453125,0
57.0,3.543859649122807,202.0,0.003082275390625,0
235.0,3.570212765957447,839.0,0.0128021240234375,0
1013.0,6.474827245804541,6559.0,0.1000823974609375,2
821.0,8.064555420219245,6621.0,0.1010284423828125,2
239.0,3.2468619246861925,776.0,0.0118408203125,0
553.0,7.962025316455696,4403.0,0.0671844482421875,2
620.0,7.622580645161291,4726.0,0.072113037109375,2
197.0,5.959390862944162,1174.0,0.017913818359375,0
390.0,6.0,2340.0,0.03570556640625,1
27.0,3.037037037037037,82.0,0.001251220703125,0
557.0,8.938958707360861,4979.0,0.0759735107421875,2
479.0,11.438413361169102,5479.0,0.0836029052734375,2
316.0,18.525316455696203,5854.0,0.089324951171875,2
117.0,8.88888888888889,1040.0,0.015869140625,0
166.0,7.674698795180723,1274.0,0.019439697265625,0
583.0,7.67409948542024,4474.0,0.068267822265625,2
1015.0,4.130049261083744,4192.0,0.06396484375,2
322.0,3.8509316770186337,1240.0,0.0189208984375,0
617.0,9.492706645056726,5857.0,0.0893707275390625,2
207.0,9.801932367149758,2029.0,0.0309600830078125,1
629.0,7.538950715421303,4742.0,0.072357177734375,2
41.0,7.2439024390243905,297.0,0.0045318603515625,0
462.0,7.435064935064935,3435.0,0.0524139404296875,1
354.0,3.3757062146892656,1195.0,0.0182342529296875,0
872.0,3.506880733944954,3058.0,0.046661376953125,1
785.0,3.7987261146496816,2982.0,0.045501708984375,1
50.0,3.98,199.0,0.0030364990234375,0
131.0,3.3206106870229006,435.0,0.0066375732421875,0
109.0,3.5045871559633026,382.0,0.005828857421875,0
362.0,3.4060773480662982,1233.0,0.0188140869140625,0
225.0,3.088888888888889,695.0,0.0106048583984375,0
308.0,3.3636363636363638,1036.0,0.01580810546875,0
711.0,4.20112517580872,2987.0,0.0455780029296875,1
106.0,3.292452830188679,349.0,0.0053253173828125,0
914.0,4.2986870897155365,3929.0,0.0599517822265625,1
770.0,8.158441558441558,6282.0,0.095855712890625,2
9.0,3.3333333333333335,30.0,0.000457763671875,0
